experiment	item	condition	conditionlabel	focus	phrasing	intonation	context	text	lab	woi	design	record	session	instructions	retrial
doff	29	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who painted the plate. But what about the mug? Who painted it?	Seamus painted the mug.	Seamus painted the mug	Seamus_1 painted the_2 mug_3	LatinSquare	y	2	instructions.txt	y
doff	30	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Janine wrote. But what about Diane? What did she write?	Diane wrote the introduction.	Diane wrote the introduction	Diane_1 wrote the_2 introduction_3	LatinSquare	y	2	instructions.txt	y
doff	30	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Janine wrote. But what about Diane? What did she write?	Diane wrote the introduction.	Diane wrote the introduction	Diane_1 wrote the_2 introduction_3	LatinSquare	y	2	instructions.txt	y
doff	30	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Janine wrote. But what about Diane? What did she write?	Diane wrote the introduction.	Diane wrote the introduction	Diane_1 wrote the_2 introduction_3	LatinSquare	y	2	instructions.txt	y
doff	30	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Janine wrote. But what about Diane? What did she write?	Diane wrote the introduction.	Diane wrote the introduction	Diane_1 wrote the_2 introduction_3	LatinSquare	y	2	instructions.txt	y
doff	30	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who wrote the conclusion. But what about the introduction? Who wrote it?	Diane wrote the introduction.	Diane wrote the introduction	Diane_1 wrote the_2 introduction_3	LatinSquare	y	2	instructions.txt	y
doff	30	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who wrote the conclusion. But what about the introduction? Who wrote it?	Diane wrote the introduction.	Diane wrote the introduction	Diane_1 wrote the_2 introduction_3	LatinSquare	y	2	instructions.txt	y
doff	30	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who wrote the conclusion. But what about the introduction? Who wrote it?	Diane wrote the introduction.	Diane wrote the introduction	Diane_1 wrote the_2 introduction_3	LatinSquare	y	2	instructions.txt	y
doff	30	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who wrote the conclusion. But what about the introduction? Who wrote it?	Diane wrote the introduction.	Diane wrote the introduction	Diane_1 wrote the_2 introduction_3	LatinSquare	y	2	instructions.txt	y
doff	31	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Alex planted in the garden. But what about Roger? What did he plant?	Roger planted the tomatoes.	Roger planted the tomatoes	Roger_1 planted the_2 tomatoes_3	LatinSquare	y	2	instructions.txt	y
doff	31	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Alex planted in the garden. But what about Roger? What did he plant?	Roger planted the tomatoes.	Roger planted the tomatoes	Roger_1 planted the_2 tomatoes_3	LatinSquare	y	2	instructions.txt	y
doff	31	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Alex planted in the garden. But what about Roger? What did he plant?	Roger planted the tomatoes.	Roger planted the tomatoes	Roger_1 planted the_2 tomatoes_3	LatinSquare	y	2	instructions.txt	y
doff	31	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Alex planted in the garden. But what about Roger? What did he plant?	Roger planted the tomatoes.	Roger planted the tomatoes	Roger_1 planted the_2 tomatoes_3	LatinSquare	y	2	instructions.txt	y
doff	31	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who planted the carrots in the garden. But what about the tomatoes? Who planted them?	Roger planted the tomatoes.	Roger planted the tomatoes	Roger_1 planted the_2 tomatoes_3	LatinSquare	y	2	instructions.txt	y
doff	31	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who planted the carrots in the garden. But what about the tomatoes? Who planted them?	Roger planted the tomatoes.	Roger planted the tomatoes	Roger_1 planted the_2 tomatoes_3	LatinSquare	y	2	instructions.txt	y
doff	31	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who planted the carrots in the garden. But what about the tomatoes? Who planted them?	Roger planted the tomatoes.	Roger planted the tomatoes	Roger_1 planted the_2 tomatoes_3	LatinSquare	y	2	instructions.txt	y
doff	31	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who planted the carrots in the garden. But what about the tomatoes? Who planted them?	Roger planted the tomatoes.	Roger planted the tomatoes	Roger_1 planted the_2 tomatoes_3	LatinSquare	y	2	instructions.txt	y
doff	32	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Veronica sold. But what about Maria? What did she sell?	Maria sold the car.	Maria sold the car	Maria_1 sold the_2 car_3	LatinSquare	y	2	instructions.txt	y
doff	32	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Veronica sold. But what about Maria? What did she sell?	Maria sold the car.	Maria sold the car	Maria_1 sold the_2 car_3	LatinSquare	y	2	instructions.txt	y
doff	32	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Veronica sold. But what about Maria? What did she sell?	Maria sold the car.	Maria sold the car	Maria_1 sold the_2 car_3	LatinSquare	y	2	instructions.txt	y
doff	32	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Veronica sold. But what about Maria? What did she sell?	Maria sold the car.	Maria sold the car	Maria_1 sold the_2 car_3	LatinSquare	y	2	instructions.txt	y
doff	32	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who sold the house when they moved. But what about the car? Who sold it?	Maria sold the car.	Maria sold the car	Maria_1 sold the_2 car_3	LatinSquare	y	2	instructions.txt	y
doff	32	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who sold the house when they moved. But what about the car? Who sold it?	Maria sold the car.	Maria sold the car	Maria_1 sold the_2 car_3	LatinSquare	y	2	instructions.txt	y
doff	32	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who sold the house when they moved. But what about the car? Who sold it?	Maria sold the car.	Maria sold the car	Maria_1 sold the_2 car_3	LatinSquare	y	2	instructions.txt	y
doff	32	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who sold the house when they moved. But what about the car? Who sold it?	Maria sold the car.	Maria sold the car	Maria_1 sold the_2 car_3	LatinSquare	y	2	instructions.txt	y
